"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"SIENKIEWICZ Bartłomiej Henryk - KKW KOALICJA OBYWATELSKA";"WILK-GRZYWNA Małgorzata Beata - KKW KOALICJA OBYWATELSKA";"MARCZUŁAJTIS-WALCZAK Jagna Kinga - KKW KOALICJA OBYWATELSKA";"SALWIŃSKA Sylwia Kinga - KKW KOALICJA OBYWATELSKA";"MĘKAL Małgorzata Katarzyna - KKW KOALICJA OBYWATELSKA";"MAJKA Magdalena - KKW KOALICJA OBYWATELSKA";"ZWIERZCHOWSKI Wojciech Mieczysław - KKW KOALICJA OBYWATELSKA";"KOZIOŁ Artur Stanisław - KKW KOALICJA OBYWATELSKA";"WITKA Jacek Paweł - KKW KOALICJA OBYWATELSKA";"SOWA Marek Jan - KKW KOALICJA OBYWATELSKA";"SZEJNA Andrzej Jan - KKW LEWICA";"KOLARSKA Dorota Anna - KKW LEWICA";"LIPIŃSKA-PIEKARSKA Joanna Olszyna - KKW LEWICA";"ŻAK Dominik Piotr - KKW LEWICA";"ANIOŁ Alina Maria - KKW LEWICA";"KOBIELUSZ Paweł Bernard - KKW LEWICA";"HAŃDEREK Joanna Ewa - KKW LEWICA";"KUKLA Robert Łukasz - KKW LEWICA";"TUCHOWSKI Daniel - KKW LEWICA";"DROPEK Magdalena - KKW LEWICA";"JARUBAS Adam Sebastian - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GÓRNIKIEWICZ Piotr Tadeusz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"NOWOGÓRSKA Urszula Teresa - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MOTYCZYŃSKA Monika Elżbieta - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"RAŚ Ireneusz Jacek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KASPRZYK Rafał Marcin - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"TYJAS Jolanta Dorota - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"STOLECKI Piotr - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DĄBROŚ Stella Józefa - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KLĘCZAR Krzysztof Jan - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BERKOWICZ Konrad Szczepan - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"BRAUN Grzegorz Michał - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"JASKÓŁKA Nadzieja - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KONARSKI Artur Marian - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"IWAN Jasna Gabriela - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"DRWAL Aleksandra Urszula - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"NOWOWIEJSKA Ewa Krystyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KRAJEWSKI Konrad Krzysztof - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"STRZELEC Marcin Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"DZIADOSZ Jagoda - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KASELA Andrzej Jan - KW NORMALNY KRAJ";"KLICH Dariusz Zbigniew - KW NORMALNY KRAJ";"BILECKA Fabiola Katarzyna - KW NORMALNY KRAJ";"KURLETO Renata Janina - KW NORMALNY KRAJ";"STANKIEWICZ Aneta - KW NORMALNY KRAJ";"JANAS Mieszko Maria - KW NORMALNY KRAJ";"MIKOŁAJEK Maria Dorota - KW NORMALNY KRAJ";"BURZYŃSKI Zbigniew Józef - KW NORMALNY KRAJ";"ŻÓŁTEK Stanisław Józef - KW POLEXIT";"HAREŃCZYK Adam Wiesław - KW POLEXIT";"SAJDAK Anna Małgorzata - KW POLEXIT";"ŚLUSARCZYK Klaudia Dorota - KW POLEXIT";"BIGAJ Czesław - KW POLEXIT";"ZIĘBA Angelika Natalia - KW POLEXIT";"ŚMIŁEK Oskar Wojciech - KW POLEXIT";"MĘDREK Iwona Marzena - KW POLEXIT";"SZATAN Jarosław Kazimierz - KW POLEXIT";"JAGODZIŃSKI Marcin - KW PL!SP";"JAGODZIŃSKA Monika Ewa - KW PL!SP";"BŁACHUCKA Roksana Magdalena - KW PL!SP";"SZYDŁO Beata Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"MULARCZYK Arkadiusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"TARCZYŃSKI Dominik - KW PRAWO I SPRAWIEDLIWOŚĆ";"KRUPKA Anna Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"WÓJCIK Michał Marek - KW PRAWO I SPRAWIEDLIWOŚĆ";"SKRUCH Wojciech - KW PRAWO I SPRAWIEDLIWOŚĆ";"RUSECKA Urszula Beata - KW PRAWO I SPRAWIEDLIWOŚĆ";"WŁOSOWICZ Jacek Władysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"TLAŁKA-DŁUGOSZ Małgorzata - KW PRAWO I SPRAWIEDLIWOŚĆ";"PĘK Marek - KW PRAWO I SPRAWIEDLIWOŚĆ";"SKUZA Stanisław - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"NOWAKOWSKA Elżbieta Paula - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"WICHE Mateusz Andrzej - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"KALISZ Beata - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"TORKOWSKA Samuela - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"GOCAŁ Dariusz Krzysztof - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"SIEŃKO Natalia Izabela - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"WOCH Marcin Grzegorz - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"BUGAJSKI Marcin Rafał - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"PETERSON Magdalena - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA"
3;"Szkoła Podstawowa w Kleczanowie, Kleczanów 145, 27-641 Obrazów";260906;"gm. Obrazów";"sandomierski";"świętokrzyskie";1;1;14;2;1;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;9;22;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;5;24;17;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0
4;"Szkoła Podstawowa w Bilczy, Bilcza 75, 27-641 Obrazów";260906;"gm. Obrazów";"sandomierski";"świętokrzyskie";1;1;16;3;0;0;0;0;0;0;0;2;4;4;0;0;0;0;0;0;0;0;30;0;0;0;1;0;0;1;0;0;10;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;9;101;23;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
5;"Świetlica wiejska w Chwałkach, Chwałki 149A, 27-600 Sandomierz";260906;"gm. Obrazów";"sandomierski";"świętokrzyskie";1;1;50;2;2;2;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;51;1;0;1;0;0;1;0;0;1;13;16;1;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;3;36;13;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
6;"Świetlica Wiejska w Święcicy, Święcica 15, 27-641 Obrazów";260906;"gm. Obrazów";"sandomierski";"świętokrzyskie";1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;5;25;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;"Zespół Publicznych Placówek Oświatowych w Samborcu, Samborzec 79, 27-650 Samborzec";260907;"gm. Samborzec";"sandomierski";"świętokrzyskie";1;1;12;2;1;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;40;0;1;0;0;0;3;0;0;1;9;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;5;73;17;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2;"Publiczna Szkoła Podstawowa w Skotnikach, Skotniki 64, 27-650 Samborzec";260907;"gm. Samborzec";"sandomierski";"świętokrzyskie";1;1;18;1;1;1;0;1;1;0;0;1;5;3;1;1;1;0;0;0;0;0;73;2;0;0;0;0;0;1;0;1;8;26;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;7;119;33;1;0;0;0;0;1;1;1;0;0;1;0;1;0;0;2
3;"Liceum Ogólnokształcące w Chobrzanach, Chobrzany 111A, 27-650 Samborzec";260907;"gm. Samborzec";"sandomierski";"świętokrzyskie";1;1;22;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;1;0;0;12;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;42;19;60;35;1;0;0;2;0;2;0;0;0;0;1;0;0;0;0;0
4;"Liceum Ogólnokształcące w Chobrzanach, Chobrzany 111A, 27-650 Samborzec";260907;"gm. Samborzec";"sandomierski";"świętokrzyskie";1;1;16;0;0;0;0;1;0;0;0;0;5;0;0;0;3;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;9;14;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;48;16;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
5;"Publiczna Szkoła Podstawowa w Zawierzbiu, Zawierzbie 67, 27-650 Samborzec";260907;"gm. Samborzec";"sandomierski";"świętokrzyskie";1;1;28;8;0;0;0;0;0;0;1;0;3;0;1;0;2;0;0;0;0;0;56;2;1;1;1;0;1;0;0;0;13;36;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;49;6;87;10;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1
6;"Publiczna Szkoła Podstawowa w Złotej, Złota 121, 27-650 Samborzec";260907;"gm. Samborzec";"sandomierski";"świętokrzyskie";1;1;27;0;0;1;0;1;0;0;0;3;5;1;0;2;2;0;0;0;0;0;63;0;1;0;0;2;0;0;0;0;17;32;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;47;5;68;13;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
7;"Publiczna Szkoła Podstawowa w Złotej, Złota 121, 27-650 Samborzec";260907;"gm. Samborzec";"sandomierski";"świętokrzyskie";1;1;43;3;8;0;0;1;0;0;0;1;5;1;0;0;1;0;0;0;1;0;48;1;0;1;1;0;0;0;0;0;12;35;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;31;4;69;33;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
8;"Publiczna Szkoła Podstawowa w Śmiechowicach, Śmiechowice 99, 27-650 Śmiechowice";260907;"gm. Samborzec";"sandomierski";"świętokrzyskie";1;1;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;11;27;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;4;32;24;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
9;"Remiza Ochotniczej Straży Pożarnej w Zajeziorzu, Zajeziorze 44, 27-650 Samborzec";260907;"gm. Samborzec";"sandomierski";"świętokrzyskie";1;1;7;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;32;0;0;1;0;0;0;0;0;0;18;21;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;6;62;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;"Remiza Ochotniczej Straży Pożarnej w Janowicach, Janowice 73, 27-650 Samborzec";260907;"gm. Samborzec";"sandomierski";"świętokrzyskie";1;1;14;1;0;0;0;0;0;0;0;1;2;1;0;0;1;0;0;0;0;0;34;0;0;0;0;1;0;0;0;0;18;33;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;19;1;41;34;3;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0
1;"Szkoła Podstawowa im. Stanisława Młodożeńca w Wilczycach, Wilczyce 177, 27-612 Wilczyce";260908;"gm. Wilczyce";"sandomierski";"świętokrzyskie";1;1;13;0;0;0;0;0;0;0;0;0;2;0;0;0;24;0;0;0;0;0;45;0;0;0;0;0;1;0;0;0;9;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;6;43;24;0;0;0;9;0;1;0;0;0;1;0;0;0;0;0;0
2;"Szkoła Podstawowa w Darominie, Daromin 128, 27-612 Wilczyce";260908;"gm. Wilczyce";"sandomierski";"świętokrzyskie";1;1;13;0;3;0;0;0;0;1;0;0;3;2;0;0;2;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;1;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;7;23;8;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
3;"Remiza OSP w Radoszkach, Radoszki 128, 27-612 Wilczyce";260908;"gm. Wilczyce";"sandomierski";"świętokrzyskie";1;1;8;0;0;0;0;0;0;0;0;0;1;1;0;0;5;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;6;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;8;20;17;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
4;"Szkoła Podstawowa w Łukawie, Łukawa 83, 27-612 Wilczyce";260908;"gm. Wilczyce";"sandomierski";"świętokrzyskie";1;1;19;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;41;0;0;0;0;1;0;0;0;0;10;23;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;35;4;29;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;"Remiza OSP w Pielaszowie, Pielaszów 69, 27-612 Wilczyce";260908;"gm. Wilczyce";"sandomierski";"świętokrzyskie";1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;39;0;0;0;0;0;0;0;0;0;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;5;18;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;"Remiza Ochotniczej Straży Pożarnej w Wysiadłowie, Wysiadłów 64, 27-612 Wilczyce";260908;"gm. Wilczyce";"sandomierski";"świętokrzyskie";1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0;0;0;0;0;0;1;8;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;6;25;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;"Świetlica Wiejska w Przezwodach, Przezwody 92, 27-612 Wilczyce";260908;"gm. Wilczyce";"sandomierski";"świętokrzyskie";1;1;2;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;20;0;1;0;0;0;0;0;0;0;3;20;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;4;10;5;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0
1;"Remiza OSP w Zawichoście, ul. Żeromskiego 12, 27-630 Zawichost";260909;"gm. Zawichost";"sandomierski";"świętokrzyskie";1;1;74;4;11;0;0;3;0;1;0;1;8;3;1;0;2;0;0;0;0;0;74;0;2;0;0;1;0;0;1;0;19;45;2;0;0;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;2;0;0;0;1;1;0;87;19;89;86;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2;"Zespół Szkoły i Przedszkola w Czyżowie Szlacheckim, Czyżów Plebański 2, 27-630 Zawichost";260909;"gm. Zawichost";"sandomierski";"świętokrzyskie";1;1;22;0;0;0;0;0;0;0;0;0;7;1;0;0;1;0;0;0;0;1;72;0;0;0;0;0;0;0;0;0;7;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;8;48;46;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3;"Remiza Ochotniczej Straży Pożarnej w Linowie, Linów 217, 27-630 Zawichost";260909;"gm. Zawichost";"sandomierski";"świętokrzyskie";1;1;14;1;2;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;1;0;0;2;17;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;8;49;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;"Świetlica Wiejska w Chrapanowie, Chrapanów 25, 27-630 Zawichost";260909;"gm. Zawichost";"sandomierski";"świętokrzyskie";1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1;5;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;4;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;"Świetlica Wiejska w Podszynie, Podszyn 33, 27-630 Zawichost";260909;"gm. Zawichost";"sandomierski";"świętokrzyskie";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;0;0;0;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;"Miejska Komunikacja Samochodowa spółka z o. o. (budynek 2), ul. 1 Maja 103, 26-110 Skarżysko-Kamienna";261001;"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";1;1;81;4;3;0;0;1;0;0;0;3;14;3;1;4;0;0;0;0;0;0;45;0;1;1;1;4;0;0;0;0;22;27;0;0;0;1;2;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;36;16;105;12;1;0;1;4;5;1;1;0;0;0;0;0;0;0;1;0
2;"Specjalny Ośrodek Szkolno-Wychowawczy Nr 2, ul. Spacerowa 31, 26-110 Skarżysko-Kamienna";261001;"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";1;1;163;11;14;0;0;2;0;0;0;1;17;3;0;2;0;0;0;0;0;0;77;0;0;1;2;6;0;0;0;1;27;42;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;58;28;83;19;0;0;0;3;0;2;1;0;0;0;0;0;0;0;0;0
3;"Szkoła Podstawowa Nr 8, ul. Podjazdowa 21, 26-110 Skarżysko-Kamienna";261001;"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";1;1;102;11;11;2;1;0;2;1;0;0;21;3;1;1;1;0;0;0;0;0;42;0;1;0;0;4;0;0;0;0;22;36;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;39;17;90;14;1;0;0;2;0;3;0;0;1;0;0;0;0;0;0;1
4;"Powiatowa i Miejska Biblioteka Publiczna, ul. Towarowa 20, 26-110 Skarżysko-Kamienna";261001;"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";1;1;46;3;6;1;0;0;0;0;0;0;3;2;1;0;0;2;0;0;0;0;28;0;0;0;0;4;0;0;0;0;14;22;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;19;5;50;5;1;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0
5;"Zespół Placówek Oświatowych Nr 3 Przedszkole Publiczne z Oddziałami Integracyjnymi Nr 12, ul. Sportowa 34, 26-110 Skarżysko-Kamienna";261001;"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";1;1;77;3;7;1;1;1;0;0;0;0;16;3;0;4;0;0;0;0;0;0;19;2;0;0;0;0;1;0;0;0;16;17;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;37;12;84;11;2;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0
6;"Zespół Placówek Edukacyjno-Wychowawczych, ul. Szkolna 15, 26-110 Skarżysko-Kamienna";261001;"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";1;1;56;0;2;0;0;0;0;0;0;3;11;1;1;0;0;0;0;0;1;0;30;0;0;0;0;0;0;0;0;0;10;17;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;24;13;64;7;2;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1
7;"Zespół Placówek Oświatowych Nr 3 Szkoła Podstawowa Nr 3, ul. Sportowa 30, 26-110 Skarżysko-Kamienna";261001;"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";1;1;27;1;0;2;0;0;0;0;0;0;6;3;0;1;0;0;0;0;0;0;19;0;0;0;1;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;21;5;16;8;1;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0
8;"Zespół Placówek Oświatowych Nr 3 Szkoła Podstawowa Nr 3 (sala lekcyjna), ul. Sportowa 30, 26-110 Skarżysko-Kamienna";261001;"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";1;1;53;18;3;0;0;1;0;0;0;0;5;1;0;4;0;0;2;0;0;1;23;0;0;0;0;0;0;0;0;0;10;7;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;18;3;52;11;0;0;0;5;0;2;1;0;0;0;0;0;1;0;0;0
9;"Zespół Placówek Oświatowych, ul. Zwycięzców 13, 26-110 Skarżysko-Kamienna";261001;"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";1;1;122;34;9;1;0;0;1;1;1;0;11;4;0;0;1;0;0;0;0;0;64;0;2;1;0;3;0;0;0;1;16;19;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;9;101;19;3;0;0;12;0;1;0;0;0;0;0;0;0;0;0;0
10;"Szkoła Podstawowa Nr 9, ul. Warszawska 54, 26-110 Skarżysko-Kamienna";261001;"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";1;1;43;13;6;0;0;0;0;0;1;0;5;0;0;0;0;0;1;0;0;0;32;0;1;1;0;0;0;0;0;0;7;39;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;36;8;66;3;0;0;1;2;1;0;0;2;0;0;0;0;0;0;0;0
11;"Zespół Szkół Samochodowo-Usługowych, ul. Oseta Wasilewskiego 5, 26-110 Skarżysko-Kamienna";261001;"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";1;1;176;11;7;1;1;0;0;0;0;0;22;10;0;0;3;0;1;0;0;1;65;0;0;0;0;0;0;0;0;0;11;25;0;2;0;0;0;1;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;60;12;125;10;1;1;0;4;0;0;0;1;0;0;0;0;0;0;1;1
12;"Zespół Placówek Oświatowych Nr 5 Przedszkole Publiczne nr 7, ul. Zielna 27, 26-110 Skarżysko-Kamienna";261001;"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";1;1;164;8;6;0;2;2;0;0;1;1;11;7;0;1;0;0;0;0;0;0;73;0;2;0;0;1;0;0;0;0;16;29;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;92;10;128;20;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0
13;"Zespół Placówek Oświatowych Nr 5 Szkoła Podstawowa Nr 7, ul. Zielna 29, 26-110 Skarżysko-Kamienna";261001;"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";1;1;215;11;8;0;2;1;0;0;1;4;23;8;1;5;1;1;0;0;0;0;65;0;1;0;0;0;0;2;0;0;16;50;0;2;0;0;2;0;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;82;16;167;26;0;0;0;5;0;0;3;0;0;0;0;0;1;0;0;0
14;"Zespół Szkół Publicznych Nr 4, ul. Książęca 149, 26-110 Skarżysko-Kamienna";261001;"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";1;1;121;23;8;1;0;1;0;0;2;4;15;4;0;5;1;0;0;0;0;1;61;1;0;0;1;1;0;0;0;1;13;41;0;3;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;43;13;130;22;3;0;0;2;0;0;1;0;0;0;0;0;0;0;2;0
15;"Zakład Remontowo-Budowlany Józef Duda, al. Niepodległości 78b, 26-110 Skarżysko-Kamienna";261001;"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";1;1;100;1;2;0;0;0;1;0;1;0;15;1;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;9;17;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;9;61;9;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0
16;"Miejskie Centrum Sportu i Rekreacji, ul. Sienkiewicza 34, 26-110 Skarżysko-Kamienna";261001;"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";1;1;170;13;8;2;0;0;0;0;0;0;16;4;1;2;0;0;0;0;0;0;55;0;0;3;0;1;1;2;0;0;21;25;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;39;18;68;8;1;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0
17;"Zespół Szkół Technicznych, al. Tysiąclecia 22, 26-110 Skarżysko-Kamienna";261001;"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";1;1;186;15;9;2;0;3;0;0;0;1;40;5;0;0;2;2;0;0;0;0;78;1;0;0;0;3;0;0;0;0;21;31;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;88;18;131;24;9;0;2;2;0;2;3;1;0;3;0;0;1;0;0;0
